"#";"kod-kp";"nombor";"seksyen MSIC 2025";"seksyen MSIC 2008";"MSIC 2025";"keterangan 2025";"MSIC 2008(sebahagian)";"MSIC 2008";"keterangan MSIC 2008"
"";""206-Pembinaan";"563";"F";"F";"43123";"Drilling, boring and core sampling for construction, geophysical, geological or similar purposes";"43123";"43123";"Drilling, boring and core sampling for construction, geophysical, geological or similar purposes"
"";""206-Pembinaan";"564";"F";"F";"43124";"Site preparation for mining";"43124";"43124";"Site preparation for mining"
"";""206-Pembinaan";"565";"F";"F";"43125";"Drainage of agricultural or forestry land";"43125";"43125";"Drainage of agricultural or forestry land"
"";""206-Pembinaan";"566";"F";"F";"43126";"Land reclamation work";"43126";"43126";"Land reclamation work"
"";""206-Pembinaan";"567";"F";"F";"43129";"Other site preparation activities n.e.c.";"43129";"43129";"Other site preparation activities n.e.c."
"";""206-Pembinaan";"568";"F";"F";"43211";"Electrical wiring and fittings ";"43211";"43211";"Electrical wiring and fittings"
"";""206-Pembinaan";"569";"F";"F";"43212";"Telecommunications wiring";"43212";"43212";"Telecommunications wiring"
"";""206-Pembinaan";"570";"F";"F";"43213";"Computer network and cable television wiring";"43213";"43213";"Computer network and cable television wiring"
"";""206-Pembinaan";"571";"F";"F";"43214";"Satellite dishes";"43214";"43214";"Satellite dishes"
"";""206-Pembinaan";"572";"F";"F";"43215";"Lighting systems";"43215";"43215";"Lighting systems"
"";""206-Pembinaan";"573";"F";"F";"43216";"Security systems";"43216";"43216";"Security systems"
"";""206-Pembinaan";"574";"F";"F";"43217";"Installation of electrical chargers";"43219p";"43219";"Electrical installation n.e.c."
"";""206-Pembinaan";"575";"F";"F";"43218";"Installation of photovoltaic systems on buildings";"43219p";"43219";"Electrical installation n.e.c."
"";""206-Pembinaan";"576";"F";"F";"43219";"Electrical installation n.e.c.";"43219p";"43219";"Electrical installation n.e.c."
"";""206-Pembinaan";"577";"F";"F";"43221";"Installation of heating systems (electric, gas and oil)";"43221";"43221";"Installation of heating systems (electric, gas and oil)"
"";""206-Pembinaan";"578";"F";"F";"43222";"Installation of furnaces, cooling towers";"43222";"43222";"Installation of furnaces, cooling towers"
"";""206-Pembinaan";"579";"F";"F";"43223";"Installation of non-electric solar energy collectors";"43223";"43223";"Installation of non-electric solar energy collectors"
"";""206-Pembinaan";"580";"F";"F";"43224";"Installation of plumbing and sanitary equipment";"43224";"43224";"Installation of plumbing and sanitary equipment"
"";""206-Pembinaan";"581";"F";"F";"43225";"Installation of ventilation, refrigeration or air-conditioning equipment and ducts";"43225";"43225";"Installation of ventilation, refrigeration or air-conditioning equipment and ducts"
"";""206-Pembinaan";"582";"F";"F";"43226";"Installation of gas fittings";"43226";"43226";"Installation of gas fittings"
"";""206-Pembinaan";"583";"F";"F";"43227";"Installation of fire and lawn sprinkler systems";"43227";"43227";"Installation of fire and lawn sprinkler systems"
"";""206-Pembinaan";"584";"F";"F";"43228";"Installation of steam piping";"43228";"43228";"Steam piping"
"";""206-Pembinaan";"585";"F";"F";"43229";"Plumbing, heat and air-conditioning installation n.e.c.";"43229";"43229";"Plumbing, heat and air-conditioning installation n.e.c."
"";""206-Pembinaan";"586";"F";"F";"43291";"Installation of elevators, escalators in buildings or other construction projects";"43291";"43291";"Installation of elevators, escalators in buildings or other construction projects"
"";""206-Pembinaan";"587";"F";"F";"43292";"Installation of automated and revolving doors in buildings or other construction projects";"43292";"43292";"Installation of automated and revolving doors in buildings or other construction projects"
"";""206-Pembinaan";"588";"F";"F";"43293";"Installation of lightning conductors in buildings or other construction projects";"43293";"43293";"Installation of lighting conductors in buildings or other construction projects"
"";""206-Pembinaan";"589";"F";"F";"43294";"Installation vacuum cleaning systems in buildings or other construction projects";"43294";"43294";"Installation vacuum cleaning systems in buildings or other construction projects"
"";""206-Pembinaan";"590";"F";"F";"43295";"Installation thermal, sound or vibration insulation in buildings or other construction projects";"43295";"43295";"Installation thermal, sound or vibration insulation in buildings or other construction projects"
"";""206-Pembinaan";"591";"F";"F";"43299";"Other construction installation n.e.c.";"43299";"43299";"Other construction installation n.e.c."
"";""206-Pembinaan";"592";"F";"F";"43301";"Installation of doors, windows, door and window frames of wood or other materials, fitted kitchens, staircases, shop fittings and furniture";"43301";"43301";"Installation of doors, windows, door and window frames of wood or other materials, fitted kitchens, staircases, shop fittings and furniture"
"";""206-Pembinaan";"593";"F";"F";"43302";"Laying, tiling, hanging or fitting in buildings or other construction projects of various types of materials";"43302";"43302";"Laying, tiling, hanging or fitting in buildings or other construction projects of various types of materials"
"";""206-Pembinaan";"594";"F";"F";"43303";"Interior and exterior painting of buildings";"43303";"43303";"Interior and exterior painting of buildings"
"";""206-Pembinaan";"595";"F";"F";"43304";"Painting of civil engineering structures";"43304";"43304";"Painting of civil engineering structures"
"";""206-Pembinaan";"596";"F";"F";"43305";"Installation of glass, mirrors";"43305";"43305";"Installation of glass, mirrors"
"";""206-Pembinaan";"597";"F";"F";"43306";"Interior completion";"43306";"43306";"Interior completion"
"";""206-Pembinaan";"598";"F";"F";"43307";"Cleaning of new buildings after construction";"43307";"43307";"Cleaning of new buildings after construction"
"";""206-Pembinaan";"599";"F";"F";"43309";"Other building completion and finishing work n.e.c.";"43309";"43309";"Other building completion and finishing work n.e.c."
"";""206-Pembinaan";"600";"F";"F";"43901";"Construction of foundations, including pile driving";"43901";"43901";"Construction of foundations, including pile driving"
"";""206-Pembinaan";"601";"F";"F";"43902";"Erection of non-self-manufactured steel elements";"43902";"43902";"Erection of non-self-manufactured steel elements"
"";""206-Pembinaan";"602";"F";"F";"43903";"Scaffolds and work platform erecting and dismantling";"43903";"43903";"Scaffolds and work platform erecting and dismantling"
"";""206-Pembinaan";"603";"F";"F";"43904";"Bricklaying and stone setting";"43904";"43904";"Bricklaying and stone setting"
"";""206-Pembinaan";"604";"F";"F";"43905";"Construction of outdoor swimming pools";"43905";"43905";"Construction of outdoor swimming pools"
"";""206-Pembinaan";"605";"F";"F";"43906";"Steam cleaning, sand blasting and similar activities for building exteriors";"43906";"43906";"Steam cleaning, sand blasting and similar activities for building exteriors"
"";""206-Pembinaan";"606";"F";"F";"43907";"Renting of construction machinery and equipment with operator";"43907";"43907";"Renting of construction machinery and equipment with operator (e.g. cranes)"
"";""206-Pembinaan";"607";"F";"F";"43909";"Other specialised construction activities n.e.c.";"43909";"43909";"Other specialized construction activities, n.e.c."
"";""206-Pembinaan";"608";"F";"F";"43400";"Intermediation service activities for specialised construction services";"n.a.";"n.a.";"n.a."
"";""206-Pembinaan";"609";"G";"G";"45101";"Wholesale and retail sale of new motor vehicles ";"45101p";"45101";"Wholesale and retail of new motor vehicles"
"";""206-Pembinaan";"610";"G";"G";"45107";"Wholesale and retail sale of new electrical motor vehicles";"45101p";"45101";"Wholesale and retail of new motor vehicles"
"";""206-Pembinaan";"611";"G";"G";"45102";"Wholesale and retail sale of used motor vehicles ";"45102p";"45102";"Wholesale and retail of used motor vehicles"
"";""206-Pembinaan";"612";"G";"G";"45108";"Wholesale and retail sale of used electrical motor vehicles";"45102p";"45102";"Wholesale and retail of used motor vehicles"
"";""206-Pembinaan";"613";"G";"G";"45103";"Wholesale and retail sale of new industrial, commercial and agriculture ";"45103";"45103";"Sale of industrial, commercial and agriculture vehicles – new"
"";""206-Pembinaan";"614";"G";"G";"45104";"Wholesale and retail sale of used industrial, commercial and agriculture ";"45104";"45104";"Sale of industrial, commercial and agriculture vehicles – used"
"";""206-Pembinaan";"615";"G";"G";"45105";"Sale by commission agents";"45105";"45105";"Sale by commission agents"
"";""206-Pembinaan";"616";"G";"G";"45106";"Car auctions (Retail)";"45106";"45106";"Car auctions"
"";""206-Pembinaan";"617";"G";"G";"45109";"Wholesale and retail sale of other motor vehicles n.e.c.";"45109";"45109";"Sale of other motor vehicles n.e.c."
"";""206-Pembinaan";"618";"G";"G";"45201";"Repair and maintenance of motor vehicles(1)";"45201";"45201";"Maintenance and repair of motor vehicles"
"";""206-Pembinaan";"619";"G";"G";"45202";"Spraying and painting of motor vehicles(2)";"45202";"45202";"Spraying and painting"
"";""337-Perdagangan Borong & Runcit";"620";"G";"G";"45203";"Washing and polishing (car wash)";"45203";"45203";"Washing and polishing (car wash)"
"";""337-Perdagangan Borong & Runcit";"621";"G";"G";"45204";"Repair of motor vehicle seats";"45204";"45204";"Repair of motor vehicle seats"
"";""337-Perdagangan Borong & Runcit";"622";"G";"G";"45205";"Installation of parts and accessories not as part of the manufacturing process";"45205";"45205";"Installation of parts and accessories not as part of the manufacturing process"
"";""337-Perdagangan Borong & Runcit";"623";"G";"G";"45300";"Wholesale and retail sale of all kinds of parts, components, supplies, tools and accessories for motor vehicles";"45300";"45300";"Wholesale and retail sale of all kinds of parts, components, supplies, tools and accessories for motor vehicles"
"";""337-Perdagangan Borong & Runcit";"624";"G";"G";"45401";"Wholesale and retail sale of motorcycles(2)";"45401p";"45401";"Wholesale and retail sale of motorcycles"
"";""337-Perdagangan Borong & Runcit";"625";"G";"G";"45404";"Wholesale and retail sale of new and used electrical motorcycles";"45401p ";"45401";"Wholesale and retail sale of motorcycles"
"";""337-Perdagangan Borong & Runcit";"626";"G";"G";"45402";"Wholesale and retail sale of parts and accessories for motorcycles(3)";"45402";"45402";"Wholesale and retail sale of parts and accessories for motorcycles"
"";""337-Perdagangan Borong & Runcit";"627";"G";"G";"45403";"Repair and maintenance of motorcycles";"45403";"45403";"Repair and maintenance of motorcycles"
"";""337-Perdagangan Borong & Runcit";"628";"G";"G";"45500";"Intermediation service activities for repair and maintenance motor vehicles and motorcycles";"n.a.";"n.a.";"n.a."
"";""337-Perdagangan Borong & Runcit";"629";"G";"G";"46100";"Wholesale on a fee or contract basis";"46100";"46100";"Wholesale on a fee or contract basis"
"";""337-Perdagangan Borong & Runcit";"630";"G";"G";"46201";"Wholesale of rubber";"46201";"46201";"Wholesale of rubber"
"";""337-Perdagangan Borong & Runcit";"631";"G";"G";"46202";"Wholesale of palm oil";"46202";"46202";"Wholesale of palm oil"
"";""337-Perdagangan Borong & Runcit";"632";"G";"G";"46203";"Wholesale of log and timber";"46203";"46203";"Wholesale of lumber and timber"
"";""337-Perdagangan Borong & Runcit";"633";"G";"G";"46204";"Wholesale of flowers and plants(2)";"46204";"46204";"Wholesale of flowers and plants"
"";""337-Perdagangan Borong & Runcit";"634";"G";"G";"46205";"Wholesale of livestock and live animals(3)";"46205, 46209p, 46901";"46205";"Wholesale of livestock"
"";""337-Perdagangan Borong & Runcit";"635";"G";"G";"46205";"Wholesale of livestock and live animals(3)";"46205, 46209p, 46901";"46209";"Wholesale of agricultural raw material and live animal n.e.c."
"";""337-Perdagangan Borong & Runcit";"636";"G";"G";"46206";"Wholesale of fruit/palm oil bunches(4)";"46209p";"46209";"Wholesale of agricultural raw material and live animal n.e.c."
"";""337-Perdagangan Borong & Runcit";"637";"G";"G";"46209";"Wholesale of agricultural raw material and live animal n.e.c.(5)";"46209p";"46209";"Wholesale of agricultural raw material and live animal n.e.c."
"";""337-Perdagangan Borong & Runcit";"638";"G";"G";"46311";"Wholesale of meat, poultry and eggs ";"46311";"46311";"Wholesale of meat, poultry and eggs"
"";""337-Perdagangan Borong & Runcit";"639";"G";"G";"46312";"Wholesale of fish and other seafood";"46312";"46312";"Wholesale of fish and other seafood"
"";""337-Perdagangan Borong & Runcit";"640";"G";"G";"46313";"Wholesale of fruits";"46313";"46313";"Wholesale of fruits"
"";""337-Perdagangan Borong & Runcit";"641";"G";"G";"46314";"Wholesale of vegetables";"46314";"46314";"Wholesale of vegetables"
